rule_type,from_domain_network,from_feature_class,from_asset_group,from_asset_type,from_terminal,to_domain_network,to_feature_class,to_asset_group,to_asset_type,to_terminal,via_domain_network,via_feature_class,via_asset_group,via_asset_type,via_terminal,association_distance
Containment,Structure,StructureJunction,Electric Bay,Cabinet Bay,,Electric,Device,Medium Voltage Switch,Underground Single Phase Disconnect,,,,,,,
Containment,Structure,StructureJunction,Electric Bay,Cabinet Bay,,Electric,Device,Medium Voltage Switch,Underground Single Phase Load Break,,,,,,,
Containment,Structure,StructureJunction,Electric Bay,Cabinet Bay,,Electric,Device,Medium Voltage Switch,Underground Three Phase Disconnect,,,,,,,
Containment,Structure,StructureJunction,Electric Bay,Cabinet Bay,,Electric,Device,Medium Voltage Switch,Underground Three Phase Load Break,,,,,,,
Containment,Structure,StructureJunction,Electric Bay,Cabinet Bay,,Electric,Device,Medium Voltage Switch,V Blade,,,,,,,
Containment,Structure,StructureJunction,Electric Bay,Cabinet Bay,,Electric,Device,Medium Voltage Switch,T Blade,,,,,,,
Containment,Structure,StructureJunction,Electric Bay,Cabinet Bay,,Electric,Device,Medium Voltage Switch,Cabinet Switch,,,,,,,
Containment,Structure,StructureJunction,Electric Bay,Cabinet Bay,,Electric,Device,Medium Voltage Switch,Underground Transfer Switch,,,,,,,
Containment,Structure,StructureJunction,Electric Bay,Cabinet Bay,,Electric,Device,Medium Voltage Switch,Two Phase Recloser,,,,,,,
Containment,Structure,StructureJunction,Electric Bay,Cabinet Bay,,Electric,Device,Medium Voltage Switch,Pad Mounted Single Phase Recloser,,,,,,,
Containment,Structure,StructureJunction,Electric Bay,Cabinet Bay,,Electric,Device,Medium Voltage Switch,Pad Mounted Three Phase Recloser,,,,,,,
Containment,Structure,StructureJunction,Electric Bay,Cabinet Bay,,Electric,Device,Medium Voltage Switch,Pad Mounted Single Phase Sectionalizer,,,,,,,
Containment,Structure,StructureJunction,Electric Bay,Cabinet Bay,,Electric,Device,Medium Voltage Switch,Pad Mounted Three Phase Sectionalizer,,,,,,,
Containment,Structure,StructureJunction,Electric Bay,Cabinet Bay,,Electric,Device,Medium Voltage Switch,Two Phase Switch,,,,,,,
Containment,Structure,StructureJunction,Electric Bay,Cabinet Bay,,Electric,Device,Medium Voltage Switch,Two Phase Sectionalizer,,,,,,,
Containment,Structure,StructureJunction,Electric Bay,Cabinet Bay,,Electric,Device,Medium Voltage Fuse,Cabinet Fuse,,,,,,,
Containment,Structure,StructureJunction,Electric Bay,Cabinet Bay,,Electric,Device,Medium Voltage Fuse,Bayonet,,,,,,,
Containment,Structure,StructureJunction,Electric Bay,Cabinet Bay,,Electric,Device,Medium Voltage Elbow,Single Phase Load Break,,,,,,,
Containment,Structure,StructureJunction,Electric Bay,Cabinet Bay,,Electric,Device,Medium Voltage Elbow,Single Phase Dead Break,,,,,,,
Containment,Structure,StructureJunction,Electric Bay,Cabinet Bay,,Electric,Device,Medium Voltage Elbow,Three Phase Load Break,,,,,,,
Containment,Structure,StructureJunction,Electric Bay,Cabinet Bay,,Electric,Device,Medium Voltage Elbow,Three Phase Dead Break,,,,,,,
Containment,Structure,StructureJunction,Electric Bay,Cabinet Bay,,Electric,Device,Medium Voltage Elbow,Two Phase Dead Break,,,,,,,
Containment,Structure,StructureJunction,Electric Bay,Cabinet Bay,,Electric,Device,Medium Voltage Elbow,Two Phase Load Break,,,,,,,
Containment,Structure,StructureJunction,Electric Bay,Cabinet Bay,,Electric,Junction,Medium Voltage Connection Point,Busbar Tap,,,,,,,
Containment,Structure,StructureJunction,Electric Bay,Cabinet Bay,,Electric,Junction,Medium Voltage Connection Point,Underground Solid Connection,,,,,,,
Containment,Structure,StructureJunction,Electric Bay,Cabinet Bay,,Electric,Junction,Medium Voltage Connection Point,Underground Splice,,,,,,,
Containment,Structure,StructureJunction,Electric Bay,Cabinet Bay,,Electric,Junction,Medium Voltage Line End,Underground Terminator,,,,,,,
Containment,Structure,StructureJunction,Electric Bay,Cabinet Bay,,Electric,Junction,Medium Voltage Line End,Busbar Terminator,,,,,,,
Containment,Structure,StructureJunction,Electric Bay,Cabinet Bay,,Electric,Junction,Medium Voltage Line End,Underground Wire Change,,,,,,,
Containment,Structure,StructureBoundary,Electric Bay Boundary,Switchgear Bay,,Electric,Device,Medium Voltage Switch,Underground Three Phase Load Break,,,,,,,
Containment,Structure,StructureBoundary,Electric Bay Boundary,Switchgear Bay,,Electric,Device,Medium Voltage Switch,Two Phase Recloser,,,,,,,
Containment,Structure,StructureBoundary,Electric Bay Boundary,Switchgear Bay,,Electric,Device,Medium Voltage Switch,Pad Mounted Single Phase Recloser,,,,,,,
Containment,Structure,StructureBoundary,Electric Bay Boundary,Switchgear Bay,,Electric,Device,Medium Voltage Switch,Pad Mounted Three Phase Recloser,,,,,,,
Containment,Structure,StructureBoundary,Electric Bay Boundary,Switchgear Bay,,Electric,Device,Medium Voltage Switch,Pad Mounted Single Phase Sectionalizer,,,,,,,
Containment,Structure,StructureBoundary,Electric Bay Boundary,Switchgear Bay,,Electric,Device,Medium Voltage Switch,Pad Mounted Three Phase Sectionalizer,,,,,,,
Containment,Structure,StructureBoundary,Electric Bay Boundary,Switchgear Bay,,Electric,Device,Medium Voltage Switch,Two Phase Switch,,,,,,,
Containment,Structure,StructureBoundary,Electric Bay Boundary,Switchgear Bay,,Electric,Device,Medium Voltage Switch,Two Phase Sectionalizer,,,,,,,
Containment,Structure,StructureBoundary,Electric Bay Boundary,Switchgear Bay,,Electric,Junction,Medium Voltage Connection Point,Busbar Tap,,,,,,,
Containment,Structure,StructureBoundary,Electric Bay Boundary,Switchgear Bay,,Electric,Junction,Medium Voltage Connection Point,Underground Solid Connection,,,,,,,
Containment,Structure,StructureBoundary,Electric Bay Boundary,Switchgear Bay,,Electric,Junction,Medium Voltage Connection Point,Underground Splice,,,,,,,
Containment,Structure,StructureBoundary,Electric Bay Boundary,Switchgear Bay,,Electric,Junction,Medium Voltage Line End,Underground Terminator,,,,,,,
Containment,Structure,StructureBoundary,Electric Bay Boundary,Switchgear Bay,,Electric,Junction,Medium Voltage Line End,Busbar Terminator,,,,,,,
Containment,Structure,StructureBoundary,Electric Bay Boundary,Switchgear Bay,,Electric,Junction,Medium Voltage Line End,Underground Wire Change,,,,,,,
Containment,Structure,StructureJunction,Electric Junction Box,Junction Box,,Electric,Junction,Medium Voltage Attachment,Underground,,,,,,,
Attachment,Structure,StructureJunction,Electric Low Voltage Pole,Ornamental,,Electric,Junction,Low Voltage Attachment,Underground,,,,,,,
Junction-junction connectivity,Electric,Device,Medium Voltage Control Unit,MV Capacitor,Monitor,Electric,Device,Medium Voltage Elbow,Single Phase Load Break,,,,,,,
Junction-junction connectivity,Electric,Device,Medium Voltage Switch,Underground Single Phase Disconnect,,Electric,Junction,Medium Voltage Line End,Busbar Terminator,,,,,,,
Junction-junction connectivity,Electric,Device,Medium Voltage Switch,Underground Single Phase Load Break,,Electric,Junction,Medium Voltage Line End,Busbar Terminator,,,,,,,
Junction-junction connectivity,Electric,Device,Medium Voltage Switch,Underground Three Phase Disconnect,,Electric,Junction,Medium Voltage Line End,Busbar Terminator,,,,,,,
Junction-junction connectivity,Electric,Device,Medium Voltage Switch,Underground Three Phase Load Break,*,Electric,Junction,Medium Voltage Line End,Busbar Terminator,,,,,,,
Junction-junction connectivity,Electric,Device,Medium Voltage Switch,Underground Single Phase Disconnect,,Electric,Junction,Medium Voltage Line End,Underground Terminator,,,,,,,
Junction-junction connectivity,Electric,Device,Medium Voltage Switch,Underground Single Phase Load Break,,Electric,Junction,Medium Voltage Line End,Underground Terminator,,,,,,,
Junction-junction connectivity,Electric,Device,Medium Voltage Switch,Underground Three Phase Disconnect,,Electric,Junction,Medium Voltage Line End,Underground Terminator,,,,,,,
Junction-junction connectivity,Electric,Device,Medium Voltage Switch,Underground Three Phase Load Break,*,Electric,Junction,Medium Voltage Line End,Underground Terminator,,,,,,,
Junction-edge connectivity,Electric,Device,Medium Voltage Switch,Underground Single Phase Disconnect,,Electric,Line,Medium Voltage Busbar,Cabinet Single Phase,,,,,,,
Junction-edge connectivity,Electric,Device,Medium Voltage Switch,Underground Single Phase Load Break,,Electric,Line,Medium Voltage Busbar,Cabinet Single Phase,,,,,,,
Junction-edge connectivity,Electric,Device,Medium Voltage Switch,Underground Single Phase Disconnect,,Electric,Line,Medium Voltage Conductor,Underground Single Phase,,,,,,,
Junction-edge connectivity,Electric,Device,Medium Voltage Switch,Underground Single Phase Disconnect,,Electric,Line,Medium Voltage Connector,Single Phase,,,,,,,
Junction-edge connectivity,Electric,Device,Medium Voltage Switch,Underground Single Phase Load Break,,Electric,Line,Medium Voltage Connector,Single Phase,,,,,,,
Junction-edge connectivity,Electric,Device,Medium Voltage Switch,Underground Three Phase Disconnect,,Electric,Line,Medium Voltage Connector,Three Phase,,,,,,,
Junction-edge connectivity,Electric,Device,Medium Voltage Switch,Underground Three Phase Load Break,*,Electric,Line,Medium Voltage Connector,Three Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Power Factor Correcting Bank,Pad Mounted Capacitor,,Electric,Device,Medium Voltage Control Unit,MV Capacitor,Monitor,,,,,,
Containment,Electric,Assembly,Medium Voltage Power Factor Correcting Bank,Overhead Capacitor,,Electric,Device,Medium Voltage Control Unit,MV Capacitor,Monitor,,,,,,
Junction-junction connectivity,Electric,Device,Medium Voltage Transformer,Pad Mounted Three Phase,XFR:Low,Electric,Junction,Low Voltage Line End,Underground Terminator,,,,,,,
Junction-junction connectivity,Electric,Device,Medium Voltage Transformer,Pad Mounted Single Phase,XFR:Low,Electric,Junction,Low Voltage Line End,Underground Terminator,,,,,,,
Containment,Electric,Assembly,Medium Voltage Transformer Bank,Pad Mounted Single Phase,,Electric,Device,Medium Voltage Transformer,Pad Mounted Step Single Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Transformer Bank,Overhead Three Phase Delta,,Electric,Device,Medium Voltage Transformer,Overhead Single Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Transformer Bank,Overhead Three Phase Delta,,Electric,Device,Medium Voltage Fuse,Overhead Cutout Fused Load Break,,,,,,,
Containment,Electric,Assembly,Medium Voltage Transformer Bank,Overhead Three Phase Wye,,Electric,Device,Medium Voltage Transformer,Overhead Single Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Transformer Bank,Overhead Three Phase Wye,,Electric,Device,Medium Voltage Fuse,Overhead Cutout Fused Load Break,,,,,,,
Containment,Electric,Assembly,Medium Voltage Transformer Bank,Overhead Step Three Phase,,Electric,Device,Medium Voltage Fuse,Overhead Cutout Fused Load Break,,,,,,,
Containment,Electric,Assembly,Medium Voltage Transformer Bank,Pad Mounted Three Phase Wye,,Electric,Device,Medium Voltage Transformer,Pad Mounted Three Phase,,,,,,,
Containment,Electric,Assembly,Medium Voltage Transformer Bank,Overhead Single Phase,,Electric,Device,Medium Voltage Fuse,Overhead Cutout Fused Load Break,,,,,,,
Edge-junction-edge connectivity,Electric,Line,Medium Voltage Busbar,Cabinet Single Phase,,Electric,Line,Medium Voltage Connector,Single Phase,,Electric,Device,Medium Voltage Switch,Underground Single Phase Disconnect,*,
Edge-junction-edge connectivity,Electric,Line,Medium Voltage Busbar,Cabinet Single Phase,,Electric,Line,Medium Voltage Connector,Single Phase,,Electric,Device,Medium Voltage Switch,Underground Single Phase Load Break,*,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,High Voltage Control Unit,HV Capacitor,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,High Voltage Control Unit,Switch and Breaker,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,High Voltage Control Unit,Voltage Regulator,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,High Voltage Line Monitor and Relay,HV Fault Indicator,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,High Voltage Line Monitor and Relay,HV Instrument Transformer,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,High Voltage Line Monitor and Relay,HV Load Monitor,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,High Voltage Line Monitor and Relay,HV Relay,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Low Voltage Arrester,LV Indoor Arrester,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Low Voltage Control Unit,Control Unit,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Low Voltage Fuse,AC Overhead,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Low Voltage Fuse,AC Underground,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Low Voltage Fuse,DC Overhead,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Low Voltage Fuse,DC Underground,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Low Voltage Line Monitor and Relay,LV Fault Indicator,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Low Voltage Line Monitor and Relay,LV Load Monitor,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Low Voltage Line Monitor and Relay,LV Relay,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Low Voltage Network Protection,Network Protector,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Low Voltage Power Conversion,LV Single Phase Inverter,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Low Voltage Power Conversion,LV Single Phase Rectifier,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Low Voltage Power Conversion,LV Three Phase Inverter,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Low Voltage Power Conversion,LV Three Phase Rectifier,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Low Voltage Power Factor Correcting,LV Station Capacitor,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Low Voltage Power Factor Correcting,LV Station Harmonic Filter,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Low Voltage Power Factor Correcting,LV Station Reactor,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Low Voltage Switch,Indoor AC Load Break,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Low Voltage Switch,Indoor AC Disconnect,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Low Voltage Switch,Indoor DC Load Break,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Low Voltage Switch,Indoor DC Disconnect,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Low Voltage Switch,Source Selectable Switch,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Medium Voltage Control Unit,MV Capacitor,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Medium Voltage Control Unit,MV Circuit Breaker,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Medium Voltage Control Unit,MV Recloser,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Medium Voltage Control Unit,MV Transfer Switch Controller,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Medium Voltage Control Unit,MV Regulator,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Medium Voltage Elbow,Load Break Feedthru,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Medium Voltage Elbow,Load Break Junction,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Medium Voltage Elbow,Single Phase Dead Break,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Medium Voltage Elbow,Single Phase Load Break,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Medium Voltage Elbow,Three Phase Dead Break,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Medium Voltage Elbow,Three Phase Load Break,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Medium Voltage Elbow,Two Phase Dead Break,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Medium Voltage Elbow,Two Phase Load Break,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Medium Voltage Fuse,Bayonet,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Medium Voltage Fuse,Fault Limiter,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Medium Voltage Fuse,Indoor Fuse,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Medium Voltage Fuse,Cabinet Fuse,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Medium Voltage Line Monitor and Relay,MV Fault Indicator,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Medium Voltage Line Monitor and Relay,MV Instrument Transformer,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Medium Voltage Line Monitor and Relay,Programmable Logic Unit,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Medium Voltage Line Monitor and Relay,Remote Terminal Unit,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Medium Voltage Line Monitor and Relay,SCADA Load Monitor,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Medium Voltage Line Monitor and Relay,SCADA Weather Station,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Medium Voltage Line Monitor and Relay,MV Relay,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Medium Voltage Switch,Underground Single Phase Disconnect,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Medium Voltage Switch,Underground Single Phase Load Break,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Medium Voltage Switch,Underground Three Phase Disconnect,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Medium Voltage Switch,Underground Three Phase Load Break,,,,,,,
Containment,Structure,StructureJunction,Electric Cabinet,Cabinet,,Electric,Device,Medium Voltage Switch,Underground Transfer Switch,,,,,,,
Attachment,Structure,StructureJunction,Marker,Aerial,,Electric,Junction,High Voltage Attachment,AC Overhead,,,,,,,
Attachment,Structure,StructureJunction,Marker,Aerial,,Electric,Junction,High Voltage Attachment,DC Overhead,,,,,,,
Attachment,Structure,StructureJunction,Marker,Buried Cable,,Electric,Junction,High Voltage Attachment,AC Underground,,,,,,,
Attachment,Structure,StructureJunction,Marker,Buried Cable,,Electric,Junction,High Voltage Attachment,DC Underground,,,,,,,
Attachment,Structure,StructureJunction,Marker,Overhead Water Crossing,,Electric,Junction,High Voltage Attachment,AC Overhead,,,,,,,
Attachment,Structure,StructureJunction,Marker,Overhead Water Crossing,,Electric,Junction,High Voltage Attachment,DC Overhead,,,,,,,
Containment,Structure,StructureJunction,Electric Bay,Substation Bay,,Electric,Junction,Medium Voltage Line End,Underground Terminator,,,,,,,
Containment,Structure,StructureJunction,Electric Bay,Substation Bay,,Electric,Junction,Medium Voltage Line End,Riser,,,,,,,
Containment,Structure,StructureJunction,Electric Bay,Substation Bay,,Electric,Junction,Medium Voltage Line End,Busbar Terminator,,,,,,,
Containment,Structure,StructureJunction,Electric Bay,Substation Bay,,Electric,Junction,Medium Voltage Line End,Overhead Line End,,,,,,,
Containment,Structure,StructureJunction,Electric Bay,Substation Bay,,Electric,Junction,Medium Voltage Connection Point,Busbar Tap,,,,,,,
Containment,Structure,StructureJunction,Electric Bay,Substation Bay,,Electric,Line,High Voltage Connector,AC Connector,,,,,,,
Containment,Structure,StructureJunction,Electric Bay,Substation Bay,,Electric,Line,High Voltage Connector,DC Connector,,,,,,,
Containment,Structure,StructureJunction,Electric Handhole,Handhole,,Electric,Device,Medium Voltage Elbow,Load Break Feedthru,,,,,,,
Containment,Structure,StructureJunction,Electric Handhole,Handhole,,Electric,Device,Medium Voltage Elbow,Load Break Junction,,,,,,,
Containment,Structure,StructureJunction,Electric Handhole,Handhole,,Electric,Device,Medium Voltage Elbow,Single Phase Dead Break,,,,,,,
Containment,Structure,StructureJunction,Electric Handhole,Handhole,,Electric,Device,Medium Voltage Elbow,Single Phase Load Break,,,,,,,
Containment,Structure,StructureJunction,Electric Handhole,Handhole,,Electric,Device,Medium Voltage Elbow,Three Phase Dead Break,,,,,,,
Containment,Structure,StructureJunction,Electric Handhole,Handhole,,Electric,Device,Medium Voltage Elbow,Three Phase Load Break,,,,,,,
Containment,Structure,StructureJunction,Electric Handhole,Handhole,,Electric,Device,Medium Voltage Elbow,Two Phase Dead Break,,,,,,,
Containment,Structure,StructureJunction,Electric Handhole,Handhole,,Electric,Device,Medium Voltage Elbow,Two Phase Load Break,,,,,,,
Attachment,Structure,StructureJunction,Electric High Voltage Pole,H-Frame,,Electric,Junction,Low Voltage Line End,Riser,,,,,,,
Attachment,Structure,StructureJunction,Electric High Voltage Pole,Quadruple Circuit Lattice,,Electric,Junction,Low Voltage Line End,Riser,,,,,,,
Attachment,Structure,StructureJunction,Electric High Voltage Pole,Single Circuit Lattice,,Electric,Junction,Low Voltage Line End,Riser,,,,,,,
Attachment,Structure,StructureJunction,Electric High Voltage Pole,Single Pole,,Electric,Junction,Low Voltage Line End,Riser,,,,,,,
Attachment,Structure,StructureJunction,Electric High Voltage Pole,Triple Circuit Lattice,,Electric,Junction,Low Voltage Line End,Riser,,,,,,,
Attachment,Structure,StructureJunction,Electric High Voltage Pole,Dual Circuit Lattice,,Electric,Junction,Low Voltage Line End,Riser,,,,,,,
Attachment,Structure,StructureJunction,Electric High Voltage Pole,H-Frame,,Electric,Junction,Medium Voltage Line End,Riser,,,,,,,
Attachment,Structure,StructureJunction,Electric High Voltage Pole,Quadruple Circuit Lattice,,Electric,Junction,Medium Voltage Line End,Riser,,,,,,,
Attachment,Structure,StructureJunction,Electric High Voltage Pole,Single Circuit Lattice,,Electric,Junction,Medium Voltage Line End,Riser,,,,,,,
Attachment,Structure,StructureJunction,Electric High Voltage Pole,Single Pole,,Electric,Junction,Medium Voltage Line End,Riser,,,,,,,
Attachment,Structure,StructureJunction,Electric High Voltage Pole,Triple Circuit Lattice,,Electric,Junction,Medium Voltage Line End,Riser,,,,,,,
Attachment,Structure,StructureJunction,Electric High Voltage Pole,Dual Circuit Lattice,,Electric,Junction,Medium Voltage Line End,Riser,,,,,,,
Containment,Structure,StructureJunction,Electric Manhole,Manhole,,Electric,Junction,High Voltage Attachment,AC Underground,,,,,,,
Containment,Structure,StructureJunction,Electric Manhole,Manhole,,Electric,Junction,High Voltage Attachment,DC Underground,,,,,,,
Attachment,Structure,StructureJunction,Electric Pedestal,Pedestal,,Electric,Assembly,Low Voltage Service Bank,Industrial Customer,,,,,,,
Attachment,Structure,StructureJunction,Electric Pedestal,Pedestal,,Electric,Assembly,Low Voltage Service Bank,Utility Customer,,,,,,,
Attachment,Structure,StructureJunction,Electric Pedestal,Pedestal,,Electric,Assembly,Low Voltage Service Bank,Commercial,,,,,,,
Attachment,Structure,StructureJunction,Electric Pedestal,Pedestal,,Electric,Assembly,Low Voltage Service Bank,Residential,,,,,,,
Containment,Structure,StructureLine,Electric Duct,Duct,,Structure,StructureLine,Electric Duct,Duct,,,,,,,
Containment,Structure,StructureLine,Electric Duct,Duct,,Structure,StructureLine,Electric High Voltage Conduit,Conduit,,,,,,,
Containment,Structure,StructureLine,Electric Duct,Duct,,Structure,StructureLine,Electric Low Voltage Conduit,Conduit,,,,,,,
Containment,Structure,StructureLine,Electric Duct,Duct,,Structure,StructureLine,Electric Medium Voltage Conduit,Conduit,,,,,,,
Containment,Structure,StructureLine,Electric Trench,Trench,,Structure,StructureLine,Electric High Voltage Conduit,Conduit,,,,,,,
Containment,Structure,StructureLine,Electric Trench,Trench,,Structure,StructureLine,Electric Medium Voltage Conduit,Conduit,,,,,,,
Containment,Structure,StructureLine,Electric Trench,Trench,,Structure,StructureLine,Electric Low Voltage Conduit,Conduit,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,AC Circuit Breaker,,Electric,Device,High Voltage Control Unit,Switch and Breaker,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,AC Circuit Breaker,,Electric,Device,High Voltage Line Monitor and Relay,HV Fault Indicator,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,AC Circuit Breaker,,Electric,Device,High Voltage Line Monitor and Relay,HV Instrument Transformer,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,AC Circuit Breaker,,Electric,Device,High Voltage Line Monitor and Relay,HV Load Monitor,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,AC Circuit Breaker,,Electric,Device,High Voltage Line Monitor and Relay,HV Relay,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,AC Line Disconnect,,Electric,Device,High Voltage Control Unit,Switch and Breaker,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,AC Line Disconnect,,Electric,Device,High Voltage Line Monitor and Relay,HV Instrument Transformer,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,AC Line Disconnect,,Electric,Device,High Voltage Line Monitor and Relay,HV Load Monitor,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,AC Line Disconnect,,Electric,Device,High Voltage Line Monitor and Relay,HV Relay,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,AC Station Disconnect,,Electric,Device,High Voltage Control Unit,Switch and Breaker,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,AC Station Disconnect,,Electric,Device,High Voltage Line Monitor and Relay,HV Fault Indicator,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,AC Station Disconnect,,Electric,Device,High Voltage Line Monitor and Relay,HV Instrument Transformer,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,AC Station Disconnect,,Electric,Device,High Voltage Line Monitor and Relay,HV Load Monitor,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,AC Station Disconnect,,Electric,Device,High Voltage Line Monitor and Relay,HV Relay,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,DC Circuit Breaker,,Electric,Device,High Voltage Control Unit,Switch and Breaker,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,DC Circuit Breaker,,Electric,Device,High Voltage Line Monitor and Relay,HV Fault Indicator,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,DC Circuit Breaker,,Electric,Device,High Voltage Line Monitor and Relay,HV Instrument Transformer,,,,,,,
Containment,Electric,Assembly,High Voltage Switch Bank,DC Circuit Breaker,,Electric,Device,High Voltage Line Monitor and Relay,HV Load Monitor,,,,,,,
