rule_type,from_domain_network,from_feature_class,from_asset_group,from_asset_type,from_terminal,to_domain_network,to_feature_class,to_asset_group,to_asset_type,to_terminal,via_domain_network,via_feature_class,via_asset_group,via_asset_type,via_terminal,association_distance
Attachment,Structure,StructureJunction,Electric High Voltage Pole,Quadruple Circuit Lattice,,Structure,StructureJunction,Electric Medium Voltage Pole,Riser Guard,,,,,,,
Attachment,Structure,StructureJunction,Electric Low Voltage Pole,Single Pole,,Structure,StructureJunction,Electric Guy,Anchor Guy,,,,,,,
Attachment,Structure,StructureJunction,Electric Low Voltage Pole,Single Pole,,Structure,StructureJunction,Electric Low Voltage Pole,Riser Guard,,,,,,,
Attachment,Structure,StructureJunction,Electric High Voltage Pole,Single Pole,,Structure,StructureJunction,Electric Support Pole,Stub,,,,,,,
Attachment,Structure,StructureJunction,Electric High Voltage Pole,Single Pole,,Structure,StructureJunction,Electric Support Pole,Push Brace,,,,,,,
Attachment,Structure,StructureJunction,Electric High Voltage Pole,H-Frame,,Structure,StructureJunction,Electric Support Pole,Stub,,,,,,,
Attachment,Structure,StructureJunction,Electric High Voltage Pole,H-Frame,,Structure,StructureJunction,Electric Support Pole,Push Brace,,,,,,,
Attachment,Structure,StructureJunction,Electric Medium Voltage Pole,Single Pole,,Structure,StructureJunction,Electric Support Pole,Stub,,,,,,,
Attachment,Structure,StructureJunction,Electric Medium Voltage Pole,Single Pole,,Structure,StructureJunction,Electric Support Pole,Push Brace,,,,,,,
Attachment,Structure,StructureJunction,Electric Medium Voltage Pole,H-Frame,,Structure,StructureJunction,Electric Support Pole,Stub,,,,,,,
Attachment,Structure,StructureJunction,Electric Medium Voltage Pole,H-Frame,,Structure,StructureJunction,Electric Support Pole,Push Brace,,,,,,,
Attachment,Structure,StructureJunction,Electric Low Voltage Pole,Single Pole,,Structure,StructureJunction,Electric Support Pole,Stub,,,,,,,
Attachment,Structure,StructureJunction,Electric Low Voltage Pole,Single Pole,,Structure,StructureJunction,Electric Support Pole,Push Brace,,,,,,,
Junction-junction connectivity,Electric,Device,Low Voltage Lighting,Flood Light,,Electric,Junction,Low Voltage Connection Point,Underground Splice,,,,,,,
Junction-junction connectivity,Electric,Device,Low Voltage Lighting,Streetlight,,Electric,Junction,Low Voltage Connection Point,Underground Splice,,,,,,,
Junction-junction connectivity,Electric,Device,Low Voltage Lighting,Streetlight,,Electric,Junction,Low Voltage Line End,Underground Terminator,,,,,,,
Junction-junction connectivity,Electric,Device,Low Voltage Lighting,Flood Light,,Electric,Junction,Low Voltage Connection Point,Overhead Tap,,,,,,,
Junction-junction connectivity,Electric,Device,Low Voltage Lighting,Streetlight,,Electric,Junction,Low Voltage Line End,Overhead Line End,,,,,,,
Junction-junction connectivity,Electric,Device,Low Voltage Lighting,Streetlight,,Electric,Junction,Low Voltage Line End,Overhead Wire Change,,,,,,,
Attachment,Structure,StructureJunction,Electric Pad,Pad,,Electric,Junction,Medium Voltage Attachment,Underground,,,,,,,
Junction Edge Connectivity,Electric,Junction,Medium Voltage Connection Point,Overhead Tap,,Electric,Line,Medium Voltage Connector,Single Phase,,,,,,,
Junction Edge Connectivity,Electric,Junction,Medium Voltage Connection Point,Overhead Tap,,Electric,Line,Medium Voltage Connector,Three Phase,,,,,,,
Junction Edge Connectivity,Electric,Junction,Medium Voltage Connection Point,Overhead Tap,,Electric,Line,Medium Voltage Connector,Two Phase,,,,,,,
Junction Edge Connectivity,Electric,Junction,Medium Voltage Line End,Overhead,,Electric,Line,Medium Voltage Connector,Single Phase,,,,,,,
Junction Edge Connectivity,Electric,Junction,Medium Voltage Line End,Overhead,,Electric,Line,Medium Voltage Connector,Three Phase,,,,,,,
Junction Edge Connectivity,Electric,Junction,Medium Voltage Line End,Overhead,,Electric,Line,Medium Voltage Connector,Two Phase,,,,,,,
Junction Edge Connectivity,Electric,Junction,Medium Voltage Line End,Riser,,Electric,Line,Medium Voltage Connector,Single Phase,,,,,,,
Junction Edge Connectivity,Electric,Junction,Medium Voltage Line End,Riser,,Electric,Line,Medium Voltage Connector,Three Phase,,,,,,,
Junction Edge Connectivity,Electric,Junction,Medium Voltage Line End,Riser,,Electric,Line,Medium Voltage Connector,Two Phase,,,,,,,
Junction Edge Connectivity,Electric,Junction,Medium Voltage Line End,Underground Terminator,,Electric,Line,Medium Voltage Connector,Single Phase,,,,,,,
Junction Edge Connectivity,Electric,Junction,Medium Voltage Line End,Underground Terminator,,Electric,Line,Medium Voltage Connector,Three Phase,,,,,,,
Junction Edge Connectivity,Electric,Junction,Medium Voltage Line End,Underground Terminator,,Electric,Line,Medium Voltage Connector,Two Phase,,,,,,,
Junction Edge Connectivity,Electric,Junction,High Voltage Line End,AC,,Electric,Line,High Voltage Connector,AC Connector,,,,,,,
Junction Edge Connectivity,Electric,Junction,High Voltage Line End,DC,,Electric,Line,High Voltage Connector,DC Connector,,,,,,,
Junction Edge Connectivity,Electric,Junction,High Voltage Line End,AC Riser,,Electric,Line,High Voltage Connector,AC Connector,,,,,,,
Junction Edge Connectivity,Electric,Junction,High Voltage Line End,DC Riser,,Electric,Line,High Voltage Connector,DC Connector,,,,,,,
Junction Edge Connectivity,Electric,Junction,High Voltage Line End,AC Terminator,,Electric,Line,High Voltage Connector,AC Connector,,,,,,,
Junction Edge Connectivity,Electric,Junction,High Voltage Line End,DC Terminator,,Electric,Line,High Voltage Connector,DC Connector,,,,,,,
Junction Edge Connectivity,Electric,Junction,High Voltage Connection Point,AC Tap,,Electric,Line,High Voltage Connector,AC Connector,,,,,,,
Junction Edge Connectivity,Electric,Junction,High Voltage Connection Point,DC Tap,,Electric,Line,High Voltage Connector,DC Connector,,,,,,,
Junction Edge Connectivity,Electric,Junction,High Voltage Connection Point,AC Busbar Tap,,Electric,Line,High Voltage Connector,AC Connector,,,,,,,
Junction Edge Connectivity,Electric,Junction,High Voltage Connection Point,DC Busbar Tap,,Electric,Line,High Voltage Connector,DC Connector,,,,,,,
Junction Edge Connectivity,Electric,Junction,Low Voltage Line End,Overhead Line End,,Electric,Line,Low Voltage Connector,Connector,,,,,,,
Junction Edge Connectivity,Electric,Junction,Low Voltage Line End,Riser,,Electric,Line,Low Voltage Connector,Connector,,,,,,,
Junction Edge Connectivity,Electric,Junction,Low Voltage Connection Point,Overhead Tap,,Electric,Line,Low Voltage Connector,Connector,,,,,,,
Junction Edge Connectivity,Electric,Junction,Low Voltage Connection Point,Busbar Tap,,Electric,Line,Low Voltage Connector,Connector,,,,,,,
Junction Junction Connectivity,Electric,Device,Medium Voltage Switch,Overhead Single Phase Load Break,,Electric,Junction,Medium Voltage Line End,Riser,,,,,,,
Junction Junction Connectivity,Electric,Device,Medium Voltage Switch,Overhead Single Phase Disconnect,,Electric,Junction,Medium Voltage Line End,Riser,,,,,,,
Junction Junction Connectivity,Electric,Device,Medium Voltage Switch,Overhead Single Phase Recloser,,Electric,Junction,Medium Voltage Line End,Riser,,,,,,,
Junction Junction Connectivity,Electric,Device,Medium Voltage Elbow,Single Phase Load Break,,Electric,Junction,Medium Voltage Line End,Riser,,,,,,,
Junction Junction Connectivity,Electric,StructureJunction,Electric Pedestal,Pedestal,,Electric,Junction,Low Voltage Attachment,Underground,,,,,,,
Attachment,Structure,StructureJunction,Electric Low Voltage Pole,Ornamental,,Electric,Junction,Low Voltage Attachment,Overhead,,,,,,,
Structural Attachment,Structure,StructureJunction,Electric Bay,Cabinet Bay,,Electric,Assembly,Medium Voltage Switch Bank,Pad Mounted Switch,,,,,,,
