longitude,latitude,elevation,StationID,Power,Quality,num_measures,recorded_tstamp,CodePrefix,CodeValue,JSON
-123.139531,49.288763,16,36461,-97.1912,-16.1646,1,12/1/2011 21:54,ABD,136165588,"{ ""StationID"" : ""36461"", ""Power"" : ""-97.1912"", ""Quality"" : ""-16.1646"" }"
-123.116281,49.28371,31,35402,-81.0675,-16.7518,1,12/3/2011 1:16,ABD,377146746,"{ ""StationID"" : ""35402"", ""Power"" : ""-81.0675"", ""Quality"" : ""-16.7518"" }"
-123.15007,49.276,9,35997,-80.1972,-10.6702,2,12/4/2011 1:03,ABD,60222921,"{ ""StationID"" : ""35997"", ""Power"" : ""-80.1972"", ""Quality"" : ""-10.6702"" }"
-123.086698,49.258792,56,5926,-82.9226,-19.67,1,12/4/2011 1:04,ABD,272384856,"{ ""StationID"" : ""5926"", ""Power"" : ""-82.9226"", ""Quality"" : ""-19.6700"" }"
-123.089666,49.285135,8,30270,-50.9717,-21.4358,1,12/6/2011 13:47,ABC,389799756,"{ ""StationID"" : ""30270"", ""Power"" : ""-50.9717"", ""Quality"" : ""-21.4358"" }"
-123.166446,49.265963,20,1530,-62.3237,-14.8087,3,12/6/2011 16:36,ABC,80638139,"{ ""StationID"" : ""1530"", ""Power"" : ""-62.3237"", ""Quality"" : ""-14.8087"" }"
-123.117613,49.260268,47,32318,-75.2768,-11.4739,1,12/3/2011 1:07,ABC,63522988,"{ ""StationID"" : ""32318"", ""Power"" : ""-75.2768"", ""Quality"" : ""-11.4739"" }"
-123.115536,49.288159,6,35276,-74.3698,-7.8436,3,12/1/2011 21:30,ABD,96855883,"{ ""StationID"" : ""35276"", ""Power"" : ""-74.3698"", ""Quality"" : ""-7.8436"" }"
-123.126606,49.26625,9,32346,-77.8965,-17.5404,1,12/4/2011 0:41,ABC,43520166,"{ ""StationID"" : ""32346"", ""Power"" : ""-77.8965"", ""Quality"" : ""-17.5404"" }"
-123.100051,49.272288,6,30660,-74.3146,-9.6657,1,12/4/2011 1:04,ABC,335805819,"{ ""StationID"" : ""30660"", ""Power"" : ""-74.3146"", ""Quality"" : ""-9.6657"" }"
-123.176104,49.258863,25,31180,-55.952,-22.3855,1,12/5/2011 15:45,ABC,93111211,"{ ""StationID"" : ""31180"", ""Power"" : ""-55.9520"", ""Quality"" : ""-22.3855"" }"
-123.120326,49.259538,49,6485,-61.7376,-19.5068,1,12/6/2011 16:22,ABD,78929371,"{ ""StationID"" : ""6485"", ""Power"" : ""-61.7376"", ""Quality"" : ""-19.5068"" }"
-123.117676,49.267124,9,10125,-82.8808,-21.9744,1,12/4/2011 0:42,ABC,242429415,"{ ""StationID"" : ""10125"", ""Power"" : ""-82.8808"", ""Quality"" : ""-21.9744"" }"
-123.126236,49.281029,41,35695,-69.8899,-15.994,2,12/1/2011 23:31,ABD,274308806,"{ ""StationID"" : ""35695"", ""Power"" : ""-69.8899"", ""Quality"" : ""-15.9940"" }"
-123.13373,49.263424,48,31217,-64.342,-11.1224,1,12/5/2011 15:44,ABC,376932990,"{ ""StationID"" : ""31217"", ""Power"" : ""-64.3420"", ""Quality"" : ""-11.1224"" }"
